2026-08-13T05:48:11.6469942Z ##[group]Run cargo clippy --workspace --all-targets -- -D warnings
2026-08-13T05:48:11.6470415Z [36;1mcargo clippy --workspace --all-targets -- -D warnings[0m
2026-08-13T05:48:11.6495633Z shell: /usr/bin/bash -e {0}
2026-08-13T05:48:11.6495978Z env:
2026-08-13T05:48:11.6496247Z   CARGO_TERM_COLOR: always
2026-08-13T05:48:16.7671655Z [1m[92m  Downloaded[0m object v0.36.7
2026-08-13T05:48:16.7729982Z [1m[92m  Downloaded[0m object v0.37.3
2026-08-13T05:48:16.7789719Z [1m[92m  Downloaded[0m oid-registry v0.7.1
2026-08-13T05:48:16.7795498Z [1m[92m  Downloaded[0m pem-rfc7468 v0.7.0
2026-08-13T05:48:16.7804554Z [1m[92m  Downloaded[0m ring v0.17.14
2026-08-13T05:48:16.8044748Z [1m[92m  Downloaded[0m scale-typegen v0.11.1
2026-08-13T05:48:16.8055962Z [1m[92m  Downloaded[0m scale-value v0.18.2
2026-08-13T05:48:16.8072169Z [1m[92m  Downloaded[0m schemars v0.9.0
2026-08-13T05:48:16.8130229Z [1m[92m  Downloaded[0m schnellru v0.2.4
2026-08-13T05:48:16.8139476Z [1m[92m  Downloaded[0m schnorrkel v0.11.5
2026-08-13T05:48:16.8154819Z [1m[92m  Downloaded[0m scopeguard v1.2.0
2026-08-13T05:48:16.8160446Z [1m[92m  Downloaded[0m scratch v1.0.9
2026-08-13T05:48:16.8165512Z [1m[92m  Downloaded[0m scrypt v0.11.0
2026-08-13T05:48:16.8172052Z [1m[92m  Downloaded[0m sec1 v0.7.3
2026-08-13T05:48:16.8179858Z [1m[92m  Downloaded[0m secp256k1 v0.27.0
2026-08-13T05:48:16.8196476Z [1m[92m  Downloaded[0m sp-application-crypto v48.0.0
2026-08-13T05:48:16.8205535Z [1m[92m  Downloaded[0m sp-arithmetic v26.1.0
2026-08-13T05:48:16.8216033Z [1m[92m  Downloaded[0m sp-debug-derive v15.0.0
2026-08-13T05:48:16.8220859Z [1m[92m  Downloaded[0m sp-externalities v0.31.0
2026-08-13T05:48:16.8226254Z [1m[92m  Downloaded[0m sp-runtime-interface v37.0.0
2026-08-13T05:48:16.8238282Z [1m[92m  Downloaded[0m sp-runtime-interface-proc-macro v18.0.0
2026-08-13T05:48:16.8245342Z [1m[92m  Downloaded[0m static_init_macro v1.0.4
2026-08-13T05:48:16.8249623Z [1m[92m  Downloaded[0m tokio-util v0.7.19
2026-08-13T05:48:16.8303624Z [1m[92m  Downloaded[0m toml v0.8.23
2026-08-13T05:48:16.8316427Z [1m[92m  Downloaded[0m toml_datetime v0.6.11
2026-08-13T05:48:16.8323127Z [1m[92m  Downloaded[0m universal-hash v0.5.1
2026-08-13T05:48:16.8327335Z [1m[92m  Downloaded[0m untrusted v0.7.1
2026-08-13T05:48:16.8332336Z [1m[92m  Downloaded[0m wasmi v0.40.0
2026-08-13T05:48:16.8429780Z [1m[92m  Downloaded[0m bytemuck v1.25.2
2026-08-13T05:48:16.8445188Z [1m[92m  Downloaded[0m byteorder v1.5.0
2026-08-13T05:48:16.8453302Z [1m[92m  Downloaded[0m c2-chacha v0.3.3
2026-08-13T05:48:16.8458910Z [1m[92m  Downloaded[0m cargo-platform v0.1.9
2026-08-13T05:48:16.8464414Z [1m[92m  Downloaded[0m crc32fast v1.5.0
2026-08-13T05:48:16.8473962Z [1m[92m  Downloaded[0m hex-literal v0.4.1
2026-08-13T05:48:16.8478632Z [1m[92m  Downloaded[0m libp2p-identify v0.45.0
2026-08-13T05:48:16.8485521Z [1m[92m  Downloaded[0m libp2p-kad v0.46.2
2026-08-13T05:48:16.8506797Z [1m[92m  Downloaded[0m libp2p-noise v0.45.0
2026-08-13T05:48:16.8514998Z [1m[92m  Downloaded[0m libp2p-ping v0.45.0
2026-08-13T05:48:16.8520387Z [1m[92m  Downloaded[0m litep2p v0.14.3
2026-08-13T05:48:16.8609478Z [1m[92m  Downloaded[0m lz4-sys v1.11.1+lz4-1.10.0
2026-08-13T05:48:16.8696899Z [1m[92m  Downloaded[0m polyval v0.6.2
2026-08-13T05:48:16.8704757Z [1m[92m  Downloaded[0m powerfmt v0.2.0
2026-08-13T05:48:16.8710354Z [1m[92m  Downloaded[0m ppv-lite86 v0.2.21
2026-08-13T05:48:16.8716856Z [1m[92m  Downloaded[0m sp-externalities v0.30.0
2026-08-13T05:48:16.8721847Z [1m[92m  Downloaded[0m string-interner v0.17.0
2026-08-13T05:48:16.8732576Z [1m[92m  Downloaded[0m substrate-prometheus-endpoint v0.17.7
2026-08-13T05:48:16.8737203Z [1m[92m  Downloaded[0m subxt-macro v0.44.3
2026-08-13T05:48:16.8745401Z [1m[92m  Downloaded[0m subxt-metadata v0.44.3
2026-08-13T05:48:16.8754431Z [1m[92m  Downloaded[0m subxt-rpcs v0.44.3
2026-08-13T05:48:16.8768873Z [1m[92m  Downloaded[0m subxt-signer v0.44.3
2026-08-13T05:48:16.8780087Z [1m[92m  Downloaded[0m tokio-rustls v0.26.4
2026-08-13T05:48:16.8790513Z [1m[92m  Downloaded[0m tokio-stream v0.1.19
2026-08-13T05:48:16.8813306Z [1m[92m  Downloaded[0m tokio-tungstenite v0.27.0
2026-08-13T05:48:16.8823756Z [1m[92m  Downloaded[0m unicode-normalization v0.1.22
2026-08-13T05:48:16.8844485Z [1m[92m  Downloaded[0m unsigned-varint v0.7.2
2026-08-13T05:48:16.8853767Z [1m[92m  Downloaded[0m unsigned-varint v0.8.0
2026-08-13T05:48:16.8862877Z [1m[92m  Downloaded[0m untrusted v0.9.0
2026-08-13T05:48:16.8870149Z [1m[92m  Downloaded[0m byte-tools v0.3.1
2026-08-13T05:48:16.8873422Z [1m[92m  Downloaded[0m bytes v1.12.1
2026-08-13T05:48:16.8891955Z [1m[92m  Downloaded[0m cargo_metadata v0.15.4
2026-08-13T05:48:16.8900018Z [1m[92m  Downloaded[0m constant_time_eq v0.4.2
2026-08-13T05:48:16.8909523Z [1m[92m  Downloaded[0m convert_case v0.4.0
2026-08-13T05:48:16.8913877Z [1m[92m  Downloaded[0m cranelift-entity v0.123.13
2026-08-13T05:48:16.8922413Z [1m[92m  Downloaded[0m critical-section v1.2.0
2026-08-13T05:48:16.8929644Z [1m[92m  Downloaded[0m icu_collections v2.2.0
2026-08-13T05:48:16.8959436Z [1m[92m  Downloaded[0m icu_locale_core v2.2.0
2026-08-13T05:48:16.8990535Z [1m[92m  Downloaded[0m icu_normalizer v2.2.0
2026-08-13T05:48:16.9010750Z [1m[92m  Downloaded[0m icu_normalizer_data v2.2.0
2026-08-13T05:48:16.9023663Z [1m[92m  Downloaded[0m libp2p-core v0.42.0
2026-08-13T05:48:16.9038972Z [1m[92m  Downloaded[0m libp2p-identity v0.2.14
2026-08-13T05:48:16.9050787Z [1m[92m  Downloaded[0m libp2p-metrics v0.15.0
2026-08-13T05:48:16.9057495Z [1m[92m  Downloaded[0m libp2p-swarm v0.45.1
2026-08-13T05:48:16.9080044Z [1m[92m  Downloaded[0m libp2p-tcp v0.42.0
2026-08-13T05:48:16.9086095Z [1m[92m  Downloaded[0m libp2p-tls v0.5.0
2026-08-13T05:48:16.9092388Z [1m[92m  Downloaded[0m libz-sys v1.1.29
2026-08-13T05:48:16.9224708Z [1m[92m  Downloaded[0m num-traits v0.2.19
2026-08-13T05:48:16.9236700Z [1m[92m  Downloaded[0m num_cpus v1.17.0
2026-08-13T05:48:16.9249827Z [1m[92m  Downloaded[0m parity-scale-codec-derive v3.7.5
2026-08-13T05:48:16.9256006Z [1m[92m  Downloaded[0m polkadot-node-metrics v32.0.0
2026-08-13T05:48:16.9268718Z [1m[92m  Downloaded[0m portable-atomic v1.15.0
2026-08-13T05:48:16.9309341Z [1m[92m  Downloaded[0m potential_utf v0.1.5
2026-08-13T05:48:16.9315439Z [1m[92m  Downloaded[0m proc-macro-error-attr2 v2.0.0
2026-08-13T05:48:16.9319922Z [1m[92m  Downloaded[0m proc-macro-error2 v2.0.1
2026-08-13T05:48:16.9334838Z [1m[92m  Downloaded[0m ucd-trie v0.1.7
2026-08-13T05:48:16.9343682Z [1m[92m  Downloaded[0m uint v0.9.5
2026-08-13T05:48:16.9352482Z [1m[92m  Downloaded[0m uint v0.10.1
2026-08-13T05:48:16.9361280Z [1m[92m  Downloaded[0m unicode-ident v1.0.24
2026-08-13T05:48:16.9375625Z [1m[92m  Downloaded[0m utf-8 v0.7.6
2026-08-13T05:48:16.9381412Z [1m[92m  Downloaded[0m bzip2-sys v0.1.13+1.0.8
2026-08-13T05:48:16.9455185Z [1m[92m  Downloaded[0m cranelift-bforest v0.123.13
2026-08-13T05:48:16.9462927Z [1m[92m  Downloaded[0m libp2p-swarm-derive v0.35.0
2026-08-13T05:48:16.9467506Z [1m[92m  Downloaded[0m proc-macro-crate v3.5.0
2026-08-13T05:48:16.9474272Z [1m[92m  Downloaded[0m proc-macro-error v1.0.4
2026-08-13T05:48:16.9489962Z [1m[92m  Downloaded[0m proc-macro-error-attr v1.0.4
2026-08-13T05:48:16.9494825Z [1m[92m  Downloaded[0m prost v0.14.4
2026-08-13T05:48:16.9504263Z [1m[92m  Downloaded[0m prost-build v0.13.5
2026-08-13T05:48:16.9520198Z [1m[92m  Downloaded[0m futures-sink v0.3.34
2026-08-13T05:48:16.9524613Z [1m[92m  Downloaded[0m fxhash v0.2.1
2026-08-13T05:48:16.9528213Z [1m[92m  Downloaded[0m fxprof-processed-profile v0.6.0
2026-08-13T05:48:16.9540324Z [1m[92m  Downloaded[0m generic-array v0.12.4
2026-08-13T05:48:16.9549182Z [1m[92m  Downloaded[0m getrandom v0.2.17
2026-08-13T05:48:16.9563491Z [1m[92m  Downloaded[0m parking v2.2.1
2026-08-13T05:48:16.9569043Z [1m[92m  Downloaded[0m parking_lot v0.11.2
2026-08-13T05:48:16.9580557Z [1m[92m  Downloaded[0m pulley-macros v36.0.13
2026-08-13T05:48:16.9584273Z [1m[92m  Downloaded[0m sp-crypto-hashing-proc-macro v0.1.0
2026-08-13T05:48:16.9588237Z [1m[92m  Downloaded[0m sp-database v10.0.2
2026-08-13T05:48:16.9594334Z [1m[92m  Downloaded[0m void v1.0.2
2026-08-13T05:48:16.9597940Z [1m[92m  Downloaded[0m w3f-pcs v0.0.2
2026-08-13T05:48:16.9612090Z [1m[92m  Downloaded[0m debugid v0.8.0
2026-08-13T05:48:16.9618795Z [1m[92m  Downloaded[0m defmt v1.1.1
2026-08-13T05:48:16.9639886Z [1m[92m  Downloaded[0m defmt-macros v1.1.1
2026-08-13T05:48:16.9655399Z [1m[92m  Downloaded[0m futures-rustls v0.26.0
2026-08-13T05:48:16.9664308Z [1m[92m  Downloaded[0m futures-task v0.3.34
2026-08-13T05:48:16.9670252Z [1m[92m  Downloaded[0m futures-timer v3.0.4
2026-08-13T05:48:16.9679930Z [1m[92m  Downloaded[0m futures-util v0.3.34
2026-08-13T05:48:16.9739316Z [1m[92m  Downloaded[0m generic-array v0.14.7
2026-08-13T05:48:16.9746601Z [1m[92m  Downloaded[0m gethostname v0.2.3
2026-08-13T05:48:16.9752062Z [1m[92m  Downloaded[0m libp2p-websocket v0.44.0
2026-08-13T05:48:16.9758539Z [1m[92m  Downloaded[0m parity-wasm v0.45.0
2026-08-13T05:48:16.9773968Z [1m[92m  Downloaded[0m parking_lot v0.12.5
2026-08-13T05:48:16.9787255Z [1m[92m  Downloaded[0m partial_sort v0.2.0
2026-08-13T05:48:16.9791277Z [1m[92m  Downloaded[0m password-hash v0.5.0
2026-08-13T05:48:16.9800681Z [1m[92m  Downloaded[0m prost-derive v0.12.6
2026-08-13T05:48:16.9807829Z [1m[92m  Downloaded[0m prost-derive v0.13.5
2026-08-13T05:48:16.9814640Z [1m[92m  Downloaded[0m prost-types v0.14.4
2026-08-13T05:48:16.9825318Z [1m[92m  Downloaded[0m quanta v0.12.6
2026-08-13T05:48:16.9838235Z [1m[92m  Downloaded[0m raw-cpuid v11.6.0
2026-08-13T05:48:16.9859771Z [1m[92m  Downloaded[0m rawpointer v0.2.1
2026-08-13T05:48:16.9864192Z [1m[92m  Downloaded[0m rayon-core v1.13.0
2026-08-13T05:48:16.9883206Z [1m[92m  Downloaded[0m resolv-conf v0.7.6
2026-08-13T05:48:16.9891415Z [1m[92m  Downloaded[0m rfc6979 v0.4.0
2026-08-13T05:48:16.9897085Z [1m[92m  Downloaded[0m soketto v0.8.1
2026-08-13T05:48:16.9910958Z [1m[92m  Downloaded[0m sp-api v43.0.0
2026-08-13T05:48:16.9919649Z [1m[92m  Downloaded[0m sp-api-proc-macro v29.0.0
2026-08-13T05:48:16.9928108Z [1m[92m  Downloaded[0m sp-application-crypto v39.0.0
2026-08-13T05:48:16.9934885Z [1m[92m  Downloaded[0m sp-crypto-hashing v0.1.0
2026-08-13T05:48:16.9939847Z [1m[92m  Downloaded[0m strum v0.26.3
2026-08-13T05:48:16.9944456Z [1m[92m  Downloaded[0m strum_macros v0.24.3
2026-08-13T05:48:16.9954145Z [1m[92m  Downloaded[0m substrate-bip39 v0.6.1
2026-08-13T05:48:16.9959191Z [1m[92m  Downloaded[0m substrate-build-script-utils v11.0.3
2026-08-13T05:48:16.9964066Z [1m[92m  Downloaded[0m substrate-frame-rpc-system v53.0.0
2026-08-13T05:48:16.9975031Z [1m[92m  Downloaded[0m w3f-bls v0.1.9
2026-08-13T05:48:16.9988695Z [1m[92m  Downloaded[0m bs58 v0.5.1
2026-08-13T05:48:17.0000081Z [1m[92m  Downloaded[0m build-helper v0.1.1
2026-08-13T05:48:17.0006613Z [1m[92m  Downloaded[0m byte-slice-cast v1.2.3
2026-08-13T05:48:17.0011298Z [1m[92m  Downloaded[0m data-encoding-macro-internal v0.1.19
2026-08-13T05:48:17.0015124Z [1m[92m  Downloaded[0m http-body-util v0.1.5
2026-08-13T05:48:17.0024693Z [1m[92m  Downloaded[0m iana-time-zone v0.1.65
2026-08-13T05:48:17.0038483Z [1m[92m  Downloaded[0m libp2p-upnp v0.3.0
2026-08-13T05:48:17.0043239Z [1m[92m  Downloaded[0m opaque-debug v0.2.3
2026-08-13T05:48:17.0047280Z [1m[92m  Downloaded[0m prost-derive v0.14.4
2026-08-13T05:48:17.0054454Z [1m[92m  Downloaded[0m prost-types v0.13.5
2026-08-13T05:48:17.0064982Z [1m[92m  Downloaded[0m pulley-interpreter v36.0.13
2026-08-13T05:48:17.0080856Z [1m[92m  Downloaded[0m quick-protobuf v0.8.1
2026-08-13T05:48:17.0120993Z [1m[92m  Downloaded[0m rayon v1.12.0
2026-08-13T05:48:17.0166483Z [1m[92m  Downloaded[0m schemars v1.2.2
2026-08-13T05:48:17.0236916Z [1m[92m  Downloaded[0m sp-core v43.0.0
2026-08-13T05:48:17.0257362Z [1m[92m  Downloaded[0m strum_macros v0.26.4
2026-08-13T05:48:17.0268265Z [1m[92m  Downloaded[0m bumpalo v3.20.3
2026-08-13T05:48:17.0284862Z [1m[92m  Downloaded[0m http-body v0.4.6
2026-08-13T05:48:17.0292672Z [1m[92m  Downloaded[0m httparse v1.10.1
2026-08-13T05:48:17.0305156Z [1m[92m  Downloaded[0m once_cell v1.21.4
2026-08-13T05:48:17.0317273Z [1m[92m  Downloaded[0m rcgen v0.11.3
2026-08-13T05:48:17.0332157Z [1m[92m  Downloaded[0m regex-syntax v0.6.29
2026-08-13T05:48:17.0371167Z [1m[92m  Downloaded[0m regex-syntax v0.8.11
2026-08-13T05:48:17.0416246Z [1m[92m  Downloaded[0m httpdate v1.0.3
2026-08-13T05:48:17.0422372Z [1m[92m  Downloaded[0m hybrid-array v0.4.14
2026-08-13T05:48:17.0433910Z [1m[92m  Downloaded[0m hyper v1.11.0
2026-08-13T05:48:17.0470999Z [1m[92m  Downloaded[0m oid-registry v0.8.1
2026-08-13T05:48:17.0477700Z [1m[92m  Downloaded[0m rand_pcg v0.10.2
2026-08-13T05:48:17.0485616Z [1m[92m  Downloaded[0m tracing-core v0.1.36
2026-08-13T05:48:17.0500160Z [1m[92m  Downloaded[0m tracing-futures v0.2.5
2026-08-13T05:48:17.0507110Z [1m[92m  Downloaded[0m tracing-gum v26.0.0
2026-08-13T05:48:17.0514336Z [1m[92m  Downloaded[0m http-body v1.1.0
2026-08-13T05:48:17.0519669Z [1m[92m  Downloaded[0m regex-automata v0.4.18
2026-08-13T05:48:17.0606920Z [1m[92m  Downloaded[0m secp256k1-sys v0.9.2
2026-08-13T05:48:17.0908528Z [1m[92m  Downloaded[0m secp256k1-sys v0.10.1
2026-08-13T05:48:17.1212074Z [1m[92m  Downloaded[0m toml_datetime v1.1.1+spec-1.1.0
2026-08-13T05:48:17.1217540Z [1m[92m  Downloaded[0m tracing-gum-proc-macro v5.0.0
2026-08-13T05:48:17.1222524Z [1m[92m  Downloaded[0m try-lock v0.2.5
2026-08-13T05:48:17.1226673Z [1m[92m  Downloaded[0m tt-call v1.0.9
2026-08-13T05:48:17.1249532Z [1m[92m  Downloaded[0m hyper v0.14.32
2026-08-13T05:48:17.1289824Z [1m[92m  Downloaded[0m quinn-udp v0.5.15
2026-08-13T05:48:17.1299672Z [1m[92m  Downloaded[0m rand_pcg v0.3.1
2026-08-13T05:48:17.1306091Z [1m[92m  Downloaded[0m secp256k1-sys v0.8.2
2026-08-13T05:48:17.1560784Z [1m[92m  Downloaded[0m tungstenite v0.27.0
2026-08-13T05:48:17.1579036Z [1m[92m  Downloaded[0m convert_case v0.10.0
2026-08-13T05:48:17.1587104Z [1m[92m  Downloaded[0m cpufeatures v0.2.17
2026-08-13T05:48:17.1594202Z [1m[92m  Downloaded[0m cpufeatures v0.3.0
2026-08-13T05:48:17.1601522Z [1m[92m  Downloaded[0m hyper-util v0.1.20
2026-08-13T05:48:17.1632370Z [1m[92m  Downloaded[0m rand_core v0.10.1
2026-08-13T05:48:17.1640717Z [1m[92m  Downloaded[0m tracing-log v0.2.0
2026-08-13T05:48:17.1648213Z [1m[92m  Downloaded[0m tracing-subscriber v0.3.19
2026-08-13T05:48:17.1690295Z [1m[92m  Downloaded[0m twox-hash v1.6.3
2026-08-13T05:48:17.1699610Z [1m[92m  Downloaded[0m twox-hash v2.1.3
2026-08-13T05:48:17.1711089Z [1m[92m  Downloaded[0m quote v1.0.47
2026-08-13T05:48:17.1723916Z [1m[92m  Downloaded[0m trie-db v0.29.2
2026-08-13T05:48:17.1738056Z [1m[92m  Downloaded[0m trie-db v0.31.0
2026-08-13T05:48:17.1751815Z [1m[92m  Downloaded[0m tuplex v0.1.2
2026-08-13T05:48:17.1756593Z [1m[92m  Downloaded[0m typenum v1.20.1
2026-08-13T05:48:17.1777219Z [1m[92m  Downloaded[0m utf8parse v0.2.2
2026-08-13T05:48:17.1782377Z [1m[92m  Downloaded[0m convert_case v0.6.0
2026-08-13T05:48:17.1789496Z [1m[92m  Downloaded[0m cpp_demangle v0.4.5
2026-08-13T05:48:17.1806012Z [1m[92m  Downloaded[0m cranelift-assembler-x64 v0.123.13
2026-08-13T05:48:17.1815459Z [1m[92m  Downloaded[0m predicates v3.1.4
2026-08-13T05:48:17.1828531Z [1m[92m  Downloaded[0m prioritized-metered-channel v0.6.1
2026-08-13T05:48:17.1833594Z [1m[92m  Downloaded[0m trie-root v0.18.0
2026-08-13T05:48:17.1837152Z [1m[92m  Downloaded[0m vcpkg v0.2.15
2026-08-13T05:48:17.2043211Z [1m[92m  Downloaded[0m utf8_iter v1.0.4
2026-08-13T05:48:17.2047136Z [1m[92m  Downloaded[0m cranelift-assembler-x64-meta v0.123.13
2026-08-13T05:48:17.2064011Z [1m[92m  Downloaded[0m quinn-proto v0.11.16
2026-08-13T05:48:17.2103635Z [1m[92m  Downloaded[0m rand_distr v0.4.3
2026-08-13T05:48:17.2118590Z [1m[92m  Downloaded[0m version_check v0.9.5
2026-08-13T05:48:17.2124551Z [1m[92m  Downloaded[0m predicates-core v1.0.10
2026-08-13T05:48:17.2129125Z [1m[92m  Downloaded[0m ring v0.16.20
2026-08-13T05:48:17.2714006Z [1m[92m  Downloaded[0m cranelift-codegen-shared v0.123.13
2026-08-13T05:48:17.2718481Z [1m[92m  Downloaded[0m cranelift-control v0.123.13
2026-08-13T05:48:17.2722769Z [1m[92m  Downloaded[0m prost-build v0.14.4
2026-08-13T05:48:17.2739476Z [1m[92m  Downloaded[0m uuid v1.24.0
2026-08-13T05:48:17.2755829Z [1m[92m  Downloaded[0m cranelift-bitset v0.123.13
2026-08-13T05:48:17.2761065Z [1m[92m  Downloaded[0m hkdf v0.12.4
2026-08-13T05:48:17.2775512Z [1m[92m  Downloaded[0m hmac v0.12.1
2026-08-13T05:48:17.2784788Z [1m[92m  Downloaded[0m getrandom v0.3.4
2026-08-13T05:48:17.2801701Z [1m[92m  Downloaded[0m hmac-drbg v0.3.0
2026-08-13T05:48:17.2807546Z [1m[92m  Downloaded[0m http v0.2.12
2026-08-13T05:48:17.2827398Z [1m[92m  Downloaded[0m cranelift-codegen v0.123.13
2026-08-13T05:48:17.2985838Z [1m[92m  Downloaded[0m hickory-resolver v0.25.2
2026-08-13T05:48:17.3006632Z [1m[92m  Downloaded[0m hmac v0.8.1
2026-08-13T05:48:17.3013026Z [1m[92m  Downloaded[0m hickory-proto v0.24.4
2026-08-13T05:48:17.3093046Z [1m[92m  Downloaded[0m hickory-proto v0.25.2
2026-08-13T05:48:17.3176124Z [1m[92m  Downloaded[0m hickory-resolver v0.24.4
2026-08-13T05:48:17.3197900Z [1m[92m  Downloaded[0m http v1.5.0
2026-08-13T05:48:17.3218697Z [1m[92m  Downloaded[0m quick-protobuf-codec v0.3.1
2026-08-13T05:48:17.3224122Z [1m[92m  Downloaded[0m quinn v0.11.11
2026-08-13T05:48:17.8460968Z [1m[92m   Compiling[0m proc-macro2 v1.0.107
2026-08-13T05:48:17.8461783Z [1m[92m   Compiling[0m unicode-ident v1.0.24
2026-08-13T05:48:17.8462201Z [1m[92m   Compiling[0m quote v1.0.47
2026-08-13T05:48:17.8462671Z [1m[92m   Compiling[0m libc v0.2.189
2026-08-13T05:48:21.2519136Z [1m[92m    Checking[0m cfg-if v1.0.4
2026-08-13T05:48:21.2741179Z [1m[92m   Compiling[0m serde_core v1.0.229
2026-08-13T05:48:27.5859080Z [1m[92m   Compiling[0m version_check v0.9.5
2026-08-13T05:48:27.7839011Z [1m[92m   Compiling[0m serde v1.0.229
2026-08-13T05:48:28.2813355Z [1m[92m   Compiling[0m syn v2.0.119
2026-08-13T05:48:28.3168755Z [1m[92m   Compiling[0m syn v3.0.3
2026-08-13T05:48:28.9919397Z [1m[92m   Compiling[0m equivalent v1.0.2
2026-08-13T05:48:29.0359026Z [1m[92m   Compiling[0m hashbrown v0.17.1
2026-08-13T05:48:29.3549117Z [1m[92m    Checking[0m getrandom v0.2.17
2026-08-13T05:48:29.4419035Z [1m[92m    Checking[0m typenum v1.20.1
2026-08-13T05:48:29.4898964Z [1m[92m   Compiling[0m indexmap v2.14.0
2026-08-13T05:48:29.9958921Z [1m[92m    Checking[0m bytes v1.12.1
2026-08-13T05:48:30.0087077Z [1m[92m    Checking[0m rand_core v0.6.4
2026-08-13T05:48:30.1118670Z [1m[92m   Compiling[0m zerocopy v0.8.56
2026-08-13T05:48:30.3237566Z [1m[92m   Compiling[0m jobserver v0.1.35
2026-08-13T05:48:30.3412594Z [1m[92m   Compiling[0m find-msvc-tools v0.1.10
2026-08-13T05:48:30.4938250Z [1m[92m   Compiling[0m shlex v2.0.1
2026-08-13T05:48:30.5599262Z [1m[92m    Checking[0m memchr v2.8.3
2026-08-13T05:48:30.5978961Z [1m[92m   Compiling[0m cc v1.4.2
2026-08-13T05:48:30.8756010Z [1m[92m   Compiling[0m generic-array v0.14.7
2026-08-13T05:48:30.9865274Z [1m[92m    Checking[0m log v0.4.33
2026-08-13T05:48:31.0779094Z [1m[92m   Compiling[0m winnow v1.0.4
2026-08-13T05:48:31.4289145Z [1m[92m   Compiling[0m serde_derive v1.0.229
2026-08-13T05:48:31.8089172Z [1m[92m   Compiling[0m toml_datetime v1.1.1+spec-1.1.0
2026-08-13T05:48:31.9589168Z [1m[92m    Checking[0m subtle v2.6.1
2026-08-13T05:48:32.0408954Z [1m[92m   Compiling[0m toml_parser v1.1.3+spec-1.1.0
2026-08-13T05:48:32.0479109Z [1m[92m    Checking[0m pin-project-lite v0.2.17
2026-08-13T05:48:32.0898972Z [1m[92m   Compiling[0m rustversion v1.0.23
2026-08-13T05:48:32.2809693Z [1m[92m   Compiling[0m zeroize_derive v1.5.0
2026-08-13T05:48:32.3109276Z [1m[92m   Compiling[0m portable-atomic v1.15.0
2026-08-13T05:48:32.5319176Z [1m[92m   Compiling[0m toml_edit v0.25.13+spec-1.1.0
2026-08-13T05:48:32.6288873Z [1m[92m    Checking[0m zeroize v1.9.0
2026-08-13T05:48:33.1134892Z [1m[92m   Compiling[0m proc-macro-crate v3.5.0
2026-08-13T05:48:33.3718835Z [1m[92m    Checking[0m critical-section v1.2.0
2026-08-13T05:48:33.4165698Z [1m[92m    Checking[0m once_cell v1.21.4
2026-08-13T05:48:33.4553610Z [1m[92m    Checking[0m crypto-common v0.1.7
2026-08-13T05:48:33.5189134Z [1m[92m    Checking[0m futures-core v0.3.34
2026-08-13T05:48:33.5269620Z [1m[92m    Checking[0m scopeguard v1.2.0
2026-08-13T05:48:33.5658640Z [1m[92m    Checking[0m lock_api v0.4.14
2026-08-13T05:48:33.7130291Z [1m[92m   Compiling[0m parking_lot_core v0.9.12
2026-08-13T05:48:33.8488972Z [1m[92m    Checking[0m const-oid v0.9.6
2026-08-13T05:48:33.9238848Z [1m[92m    Checking[0m futures-io v0.3.34
2026-08-13T05:48:33.9824953Z [1m[92m    Checking[0m futures-sink v0.3.34
2026-08-13T05:48:34.0278823Z [1m[92m    Checking[0m block-buffer v0.10.4
2026-08-13T05:48:34.0351314Z [1m[92m    Checking[0m smallvec v1.15.2
2026-08-13T05:48:34.0978701Z [1m[92m    Checking[0m digest v0.10.7
2026-08-13T05:48:34.2368957Z [1m[92m   Compiling[0m unicode-xid v0.2.6
2026-08-13T05:48:34.2871292Z [1m[92m    Checking[0m parking_lot v0.12.5
2026-08-13T05:48:34.4138894Z [1m[92m   Compiling[0m autocfg v1.5.1
2026-08-13T05:48:34.6934061Z [1m[92m   Compiling[0m const_format_proc_macros v0.2.34
2026-08-13T05:48:34.8058948Z [1m[92m    Checking[0m arrayvec v0.7.8
2026-08-13T05:48:34.9328952Z [1m[92m   Compiling[0m radium v0.7.0
2026-08-13T05:48:35.1258542Z [1m[92m   Compiling[0m impl-trait-for-tuples v0.2.3
2026-08-13T05:48:35.1979160Z [1m[92m    Checking[0m slab v0.4.12
2026-08-13T05:48:35.2869080Z [1m[92m    Checking[0m futures-channel v0.3.34
2026-08-13T05:48:35.2949086Z [1m[92m   Compiling[0m parity-scale-codec-derive v3.7.5
2026-08-13T05:48:36.1948493Z [1m[92m    Checking[0m cpufeatures v0.2.17
2026-08-13T05:48:36.2278815Z [1m[92m   Compiling[0m libm v0.2.16
2026-08-13T05:48:36.3419238Z [1m[92m    Checking[0m ppv-lite86 v0.2.21
2026-08-13T05:48:36.5619274Z [1m[92m    Checking[0m rand_chacha v0.3.1
2026-08-13T05:48:36.6828806Z [1m[92m    Checking[0m rand v0.8.7
2026-08-13T05:48:36.8819210Z [1m[92m   Compiling[0m futures-macro v0.3.34
2026-08-13T05:48:37.0009269Z [1m[92m    Checking[0m futures-task v0.3.34
2026-08-13T05:48:37.0438978Z [1m[92m   Compiling[0m anyhow v1.0.104
2026-08-13T05:48:37.0745398Z [1m[92m    Checking[0m byteorder v1.5.0
2026-08-13T05:48:37.1308717Z [1m[92m   Compiling[0m thiserror v1.0.69
